origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
91384,90802,2025-01-01,BNDZ Transportation LLC,export,34.506627,-118.699048,33.745762,-118.208042,59.56,458.47,7.7
90802,93615,2025-01-20,Ape Express Trucking,import,33.745762,-118.208042,36.503322,-119.286328,199.89,915.0,4.58
90802,91739,2025-03-10,J.B. Hunt Transport,import,33.745762,-118.208042,34.172754,-117.521243,49.15,418.76,8.52
93304,90802,2024-12-09,DK Express,export,35.339702,-119.023452,33.745762,-118.208042,119.42,613.46,5.14
90802,93256,2024-12-06,MTK Transportation,import,33.745762,-118.208042,35.960636,-119.312992,165.24,738.85,4.47
90802,92069,2025-06-25,QX Logistix LLC,import,33.745762,-118.208042,33.170776,-117.158675,72.32,494.21,6.83
90802,92259,2025-03-27,United Logistic Services Group,import,33.745762,-118.208042,32.737705,-115.9322,148.71,719.84,4.84
90802,91436,2025-04-22,C.H. Robinson,import,33.745762,-118.208042,34.149588,-118.489708,32.21,393.86,12.23
90802,93012,2024-12-13,Ayden Transport,import,33.745762,-118.208042,34.196026,-118.992531,54.63,438.6,8.03
90802,91361,2024-08-26,Golden King Transport,import,33.745762,-118.208042,34.136003,-118.888634,47.39,418.92,8.84
90802,92274,2024-10-18,QX Logistix LLC,import,33.745762,-118.208042,33.460457,-116.084545,123.69,620.44,5.02
90802,92121,2024-11-22,All Ports Logistics,import,33.745762,-118.208042,32.899592,-117.201203,82.39,503.36,6.11
90802,90603,2024-08-23,Amazon Trucking,import,33.745762,-118.208042,33.945555,-117.990719,18.59,338.47,18.21
92305,90802,2024-08-27,Hub Group,export,34.141671,-116.817981,33.745762,-118.208042,84.18,491.96,5.84
92134,90802,2024-09-07,Pac Anchor Transportation,export,32.72418,-117.146658,33.745762,-118.208042,93.45,525.86,5.63
90802,93021,2024-08-18,MTZ Trucking LLC,import,33.745762,-118.208042,34.29553,-118.898196,54.78,438.38,8.0
90802,91401,2025-01-26,On Time Truckers,import,33.745762,-118.208042,34.178483,-118.431791,32.51,385.63,11.86
90802,93441,2024-10-01,XPO Logistics,import,33.745762,-118.208042,34.718381,-120.154184,129.81,631.16,4.86
90802,93201,2025-03-12,United Logistic Services Group,import,33.745762,-118.208042,35.856859,-119.507526,163.32,761.14,4.66
92880,90802,2025-06-08,J.B. Hunt Transport,export,33.92539,-117.607254,33.745762,-118.208042,36.62,401.93,10.98
90802,91342,2024-10-30,Campos Trucking,import,33.745762,-118.208042,34.326584,-118.382261,41.32,412.68,9.99
90802,92672,2025-05-31,Hight Logistics,import,33.745762,-118.208042,33.42411,-117.606775,41.1,415.56,10.11
90802,92234,2024-09-16,All Ports Logistics,import,33.745762,-118.208042,33.818256,-116.466743,100.05,557.08,5.57
90802,92620,2025-07-21,DK Express,import,33.745762,-118.208042,33.714822,-117.749022,26.44,386.06,14.6
90802,92844,2025-01-17,Dependable Highway Express,import,33.745762,-118.208042,33.765461,-117.969462,13.76,320.62,23.3
90802,91980,2025-08-16,Dependable Highway Express,import,33.745762,-118.208042,32.588866,-116.619171,121.71,629.36,5.17
90802,92145,2025-05-03,Freight Horse Express,import,33.745762,-118.208042,32.930554,-117.008063,89.21,534.34,5.99
91941,90802,2024-09-25,MTZ Trucking LLC,export,32.759266,-116.997091,33.745762,-118.208042,97.61,549.42,5.63
93308,90802,2025-06-05,Gill Roadway Inc,export,35.594292,-118.964411,33.745762,-118.208042,134.66,682.02,5.06
92064,90802,2025-03-11,Schneider National,export,32.983606,-117.019035,33.745762,-118.208042,86.43,510.09,5.9
93206,90802,2025-06-10,National Road Logistics,export,35.437302,-119.477735,33.745762,-118.208042,137.29,705.64,5.14
90802,92332,2024-08-31,Hub Group,import,33.745762,-118.208042,34.912429,-115.342091,182.18,791.07,4.34
92324,90802,2025-01-28,C.H. Robinson,export,34.025685,-117.288812,33.745762,-118.208042,56.12,432.82,7.71
90802,90602,2025-01-06,XPO Logistics,import,33.745762,-118.208042,33.972782,-118.022066,18.96,345.47,18.22
90802,92549,2025-01-06,Gill Roadway Inc,import,33.745762,-118.208042,33.768539,-116.753396,83.52,505.38,6.05
91911,90802,2025-05-27,Hub Group,export,32.608185,-117.054512,33.745762,-118.208042,103.02,566.14,5.5
90802,92883,2025-05-02,Ecology Auto Parts,import,33.745762,-118.208042,33.748086,-117.468037,42.48,417.8,9.83
90802,92590,2025-08-05,Ayden Transport,import,33.745762,-118.208042,33.48294,-117.226084,59.31,469.04,7.91
91741,90802,2025-05-06,C.H. Robinson,export,34.156885,-117.841571,33.745762,-118.208042,35.3,399.57,11.32
93109,90802,2025-03-29,Gill Roadway Inc,export,34.406408,-119.726927,33.745762,-118.208042,98.11,558.51,5.69
90802,93221,2024-12-02,Gill Roadway Inc,import,33.745762,-118.208042,36.295021,-119.026024,181.99,798.06,4.39
90802,92336,2025-05-22,United Logistic Services Group,import,33.745762,-118.208042,34.147718,-117.464506,50.83,431.09,8.48
90802,92325,2024-11-22,Year-Round Enterprises,import,33.745762,-118.208042,34.243482,-117.281304,63.21,447.75,7.08
92358,90802,2024-12-25,On Time Truckers,export,34.259272,-117.520971,33.745762,-118.208042,52.95,423.31,7.99
90802,92240,2025-08-04,J.B. Hunt Transport,import,33.745762,-118.208042,33.95154,-116.520104,97.83,552.13,5.64
90802,93442,2025-05-03,Ecology Auto Parts,import,33.745762,-118.208042,35.401931,-120.799366,186.48,860.72,4.62
90802,92532,2025-08-08,XPO Logistics,import,33.745762,-118.208042,33.692741,-117.303221,52.09,434.75,8.35
90802,93535,2025-05-23,MTK Transportation,import,33.745762,-118.208042,34.713656,-117.86466,69.64,476.54,6.84
90073,90802,2025-01-29,Chicas & Co Logistics,export,34.054534,-118.457025,33.745762,-118.208042,25.65,381.12,14.86
90802,93226,2024-10-10,Amazon Trucking,import,33.745762,-118.208042,35.735652,-118.738373,140.65,670.8,4.77
90802,91608,2025-04-21,Hub Group,import,33.745762,-118.208042,34.138735,-118.350857,28.34,382.45,13.5
91948,90802,2025-01-09,360 Global Transportation,export,32.866646,-116.448325,33.745762,-118.208042,118.3,626.41,5.3
92562,90802,2024-09-18,JYC Trucking LLC,export,33.547613,-117.34404,33.745762,-118.208042,51.51,423.21,8.22
90802,91436,2024-11-25,Hub Group,import,33.745762,-118.208042,34.149588,-118.489708,32.21,374.72,11.63
90802,90090,2025-04-28,All Harbor Transport LLC,import,33.745762,-118.208042,34.072862,-118.240989,22.66,374.23,16.51
91104,90802,2025-08-02,QX Logistix LLC,export,34.165356,-118.123751,33.745762,-118.208042,29.37,391.87,13.34
90802,92869,2025-05-04,Hub Group,import,33.745762,-118.208042,33.80845,-117.791737,24.28,370.12,15.24
90002,90802,2024-11-19,Campos Trucking,export,33.949099,-118.246737,33.745762,-118.208042,14.21,326.8,22.99
90802,93108,2025-05-21,Dependable Highway Express,import,33.745762,-118.208042,34.448024,-119.616984,94.02,542.36,5.77
90802,90044,2025-06-14,Precision Worldwide Logistics,import,33.745762,-118.208042,33.952725,-118.291904,15.08,336.24,22.3
90802,90211,2025-08-03,J.B. Hunt Transport,import,33.745762,-118.208042,34.064958,-118.382979,24.21,368.75,15.23
90802,93110,2025-01-04,QX Logistix LLC,import,33.745762,-118.208042,34.446201,-119.762794,101.2,554.73,5.48
90802,92673,2025-05-25,J.B. Hunt Transport,import,33.745762,-118.208042,33.467371,-117.613509,39.22,405.68,10.34
93035,90802,2025-01-05,C.H. Robinson,export,34.18165,-119.223902,33.745762,-118.208042,65.5,452.46,6.91
90025,90802,2025-05-30,J.B. Hunt Transport,export,34.045421,-118.445873,33.745762,-118.208042,24.78,370.93,14.97
90802,92376,2025-02-28,MTK Transportation,import,33.745762,-118.208042,34.111605,-117.377406,53.87,430.37,7.99
90802,91436,2024-12-27,Amazon Trucking,import,33.745762,-118.208042,34.149588,-118.489708,32.21,382.17,11.86
90802,92274,2025-07-13,MTK Transportation,import,33.745762,-118.208042,33.460457,-116.084545,123.69,651.38,5.27
90802,91342,2025-08-03,National Road Logistics,import,33.745762,-118.208042,34.326584,-118.382261,41.32,422.34,10.22
90802,93308,2024-12-03,On Time Truckers,import,33.745762,-118.208042,35.594292,-118.964411,134.66,643.22,4.78
90802,92281,2025-05-27,C.H. Robinson,import,33.745762,-118.208042,33.051757,-115.608752,157.3,743.75,4.73
90802,92307,2025-07-16,Can Trail Transportation LLC,import,33.745762,-118.208042,34.571218,-117.133073,83.79,545.69,6.51
90802,91001,2024-11-24,Cal U Transport,import,33.745762,-118.208042,34.194489,-118.138263,31.24,387.46,12.4
90802,92259,2025-01-16,Hub Group,import,33.745762,-118.208042,32.737705,-115.9322,148.71,694.72,4.67
90802,92344,2025-03-30,Schneider National,import,33.745762,-118.208042,34.391145,-117.405723,63.96,457.94,7.16
90802,92082,2024-11-16,Amazon Trucking,import,33.745762,-118.208042,33.253513,-117.003382,77.24,475.81,6.16
90802,93060,2024-11-15,Access One Transport,import,33.745762,-118.208042,34.402343,-119.094824,68.02,462.51,6.8
90802,91906,2024-10-31,Schneider National,import,33.745762,-118.208042,32.654814,-116.465544,125.73,614.95,4.89
90802,93105,2024-08-28,National Road Logistics,import,33.745762,-118.208042,34.533222,-119.791731,105.58,566.0,5.36
90802,93226,2025-06-30,Dependable Highway Express,import,33.745762,-118.208042,35.735652,-118.738373,140.65,703.02,5.0
90802,93313,2024-10-07,Total Distribution Service,import,33.745762,-118.208042,35.163187,-119.046321,108.88,576.28,5.29
90802,92371,2025-02-25,J.B. Hunt Transport,import,33.745762,-118.208042,34.442637,-117.541808,61.37,440.23,7.17
90802,92282,2024-12-03,C.H. Robinson,import,33.745762,-118.208042,33.983423,-116.690751,88.52,500.73,5.66
90802,90007,2024-12-28,Ape Express Trucking,import,33.745762,-118.208042,34.028127,-118.28483,19.99,356.33,17.83
92257,90802,2024-09-08,Cargo Legion,export,33.294262,-115.296229,33.745762,-118.208042,170.48,813.82,4.77
90802,92356,2025-06-08,United Logistic Services Group,import,33.745762,-118.208042,34.510646,-116.896718,91.68,541.65,5.91
90802,93254,2024-10-06,Golden King Transport,import,33.745762,-118.208042,34.966867,-119.810433,124.3,630.88,5.08
90802,90603,2025-07-23,DK Express,import,33.745762,-118.208042,33.945555,-117.990719,18.59,356.85,19.2
90802,93561,2024-12-02,Year-Round Enterprises,import,33.745762,-118.208042,35.118772,-118.493811,96.19,531.91,5.53
90802,90241,2025-05-14,Amazon Trucking,import,33.745762,-118.208042,33.940445,-118.129022,14.19,328.97,23.19
90802,93063,2025-06-05,Freight Horse Express,import,33.745762,-118.208042,34.308048,-118.686969,47.52,429.28,9.03
92562,90802,2025-01-10,Dependable Highway Express,export,33.547613,-117.34404,33.745762,-118.208042,51.51,426.33,8.28
90802,93314,2025-02-15,XPO Logistics,import,33.745762,-118.208042,35.393866,-119.244846,128.15,628.15,4.9
93434,90802,2024-11-22,Lectro Trucking,export,34.906979,-120.582698,33.745762,-118.208042,157.35,725.32,4.61
90802,92231,2025-07-08,Amazon Trucking,import,33.745762,-118.208042,32.687551,-115.541029,170.5,816.48,4.79
90802,91706,2025-05-16,Basuta Brothers,import,33.745762,-118.208042,34.09741,-117.968269,27.9,393.01,14.09
92145,90802,2024-12-17,Schneider National,export,32.930554,-117.008063,33.745762,-118.208042,89.21,506.37,5.68
90802,93312,2024-10-18,Total Distribution Service,import,33.745762,-118.208042,35.393477,-119.120456,125.03,621.16,4.97
90802,92102,2024-10-12,C.H. Robinson,import,33.745762,-118.208042,32.716222,-117.11705,94.99,525.44,5.53
90802,90242,2024-10-13,Dependable Highway Express,import,33.745762,-118.208042,33.921793,-118.140588,12.75,313.62,24.59
93230,90802,2024-08-26,Pac Anchor Transportation,export,36.29223,-119.622676,33.745762,-118.208042,193.16,829.26,4.29
90802,92134,2025-04-03,MTK Transportation,import,33.745762,-118.208042,32.72418,-117.146658,93.45,544.6,5.83
90802,92067,2025-02-03,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,33.020908,-117.190346,77.12,496.28,6.44
90802,91945,2024-09-05,United Logistic Services Group,import,33.745762,-118.208042,32.733168,-117.034176,97.38,533.55,5.48
90010,90802,2025-01-16,All Harbor Transport LLC,export,34.062148,-118.315889,33.745762,-118.208042,22.7,367.9,16.21
90802,91335,2025-06-17,Hub Group,import,33.745762,-118.208042,34.200175,-118.540958,36.71,401.71,10.94
90802,92065,2024-08-18,XPO Logistics,import,33.745762,-118.208042,33.053006,-116.850651,91.7,516.11,5.63
90802,91980,2025-06-20,Campos Trucking,import,33.745762,-118.208042,32.588866,-116.619171,121.71,665.91,5.47
90802,91978,2024-11-26,Ecology Auto Parts,import,33.745762,-118.208042,32.724154,-116.940093,101.67,539.21,5.3
90802,90291,2025-07-15,Gill Roadway Inc,import,33.745762,-118.208042,33.993396,-118.465193,22.58,371.76,16.47
90802,92869,2025-04-30,XPO Logistics,import,33.745762,-118.208042,33.80845,-117.791737,24.28,370.58,15.26
92378,90802,2024-09-15,Airborne Freight Lines,export,34.226083,-117.225931,33.745762,-118.208042,65.28,463.7,7.1
90802,92356,2025-06-30,XPO Logistics,import,33.745762,-118.208042,34.510646,-116.896718,91.68,539.45,5.88
90802,92324,2024-08-24,DK Express,import,33.745762,-118.208042,34.025685,-117.288812,56.12,434.17,7.74
90802,92692,2025-01-10,C.H. Robinson,import,33.745762,-118.208042,33.606497,-117.643112,33.85,386.86,11.43
90802,92376,2025-02-01,Airborne Freight Lines,import,33.745762,-118.208042,34.111605,-117.377406,53.87,438.77,8.14
90802,93436,2024-12-22,Cal U Transport,import,33.745762,-118.208042,34.595669,-120.352667,135.84,682.77,5.03
91980,90802,2024-11-09,On Time Truckers,export,32.588866,-116.619171,33.745762,-118.208042,121.71,604.99,4.97
90802,91607,2025-01-25,Schneider National,import,33.745762,-118.208042,34.165783,-118.399795,31.01,379.3,12.23
90802,93218,2024-09-30,XPO Logistics,import,33.745762,-118.208042,35.857141,-119.04493,153.31,700.68,4.57
90802,92879,2024-11-25,United Logistic Services Group,import,33.745762,-118.208042,33.882614,-117.528205,40.13,393.0,9.79
90802,93224,2025-05-02,Cal U Transport,import,33.745762,-118.208042,35.228141,-119.569251,128.36,685.89,5.34
90802,92140,2025-05-18,Hub Group,import,33.745762,-118.208042,32.739496,-117.197401,90.74,528.66,5.83
92624,90802,2025-04-13,MTK Transportation,export,33.449184,-117.655588,33.745762,-118.208042,37.8,405.85,10.74
90802,91330,2024-12-01,DK Express,import,33.745762,-118.208042,34.247613,-118.526083,39.14,401.35,10.25
90802,92625,2024-12-25,Avila Trucking LLC,import,33.745762,-118.208042,33.601966,-117.864254,22.11,363.54,16.44
90802,90073,2025-05-10,Hub Group,import,33.745762,-118.208042,34.054534,-118.457025,25.65,373.1,14.54
90802,93555,2024-10-28,MTZ Trucking LLC,import,33.745762,-118.208042,35.606509,-117.683472,131.88,652.75,4.95
91768,90802,2025-02-20,Pac Anchor Transportation,export,34.063516,-117.790379,33.745762,-118.208042,32.47,386.33,11.9
90802,92025,2025-02-09,JT Freight Trucking,import,33.745762,-118.208042,33.126993,-117.105035,76.58,494.52,6.46
92582,90802,2025-01-02,Avila Trucking LLC,export,33.807607,-117.015163,33.745762,-118.208042,68.59,477.16,6.96
90802,91210,2025-02-28,Lectro Trucking,import,33.745762,-118.208042,34.144557,-118.256507,27.67,379.5,13.71
90802,90211,2025-06-13,Schneider National,import,33.745762,-118.208042,34.064958,-118.382979,24.21,370.8,15.32
90802,92583,2025-07-23,360 Global Transportation,import,33.745762,-118.208042,33.796905,-116.929217,73.48,502.5,6.84
92307,90802,2024-09-04,Ayden Transport,export,34.571218,-117.133073,33.745762,-118.208042,83.79,514.25,6.14
90802,92059,2025-06-17,XPO Logistics,import,33.745762,-118.208042,33.376473,-117.066137,70.47,477.26,6.77
92259,90802,2025-03-03,C.H. Robinson,export,32.737705,-115.9322,33.745762,-118.208042,148.71,702.11,4.72
90802,92134,2025-04-15,C.H. Robinson,import,33.745762,-118.208042,32.72418,-117.146658,93.45,543.98,5.82
90802,91501,2024-11-08,C.H. Robinson,import,33.745762,-118.208042,34.2044,-118.287527,31.99,378.32,11.83
93239,90802,2025-06-25,Freight Horse Express,export,35.934634,-119.582268,33.745762,-118.208042,170.01,810.97,4.77
90802,91980,2025-05-16,On Time Truckers,import,33.745762,-118.208042,32.588866,-116.619171,121.71,636.01,5.23
90802,92844,2024-12-22,United Logistic Services Group,import,33.745762,-118.208042,33.765461,-117.969462,13.76,317.73,23.09
90802,93535,2024-08-19,C.H. Robinson,import,33.745762,-118.208042,34.713656,-117.86466,69.64,459.06,6.59
90802,92549,2025-08-05,DK Express,import,33.745762,-118.208042,33.768539,-116.753396,83.52,527.92,6.32
90802,92274,2025-03-04,Hub Group,import,33.745762,-118.208042,33.460457,-116.084545,123.69,619.22,5.01
92346,90802,2024-10-28,DK Express,export,34.124199,-117.181054,33.745762,-118.208042,64.37,453.47,7.04
90802,90045,2024-11-16,Campos Trucking,import,33.745762,-118.208042,33.942143,-118.417309,18.11,346.97,19.16
90802,90278,2025-01-02,Precision Worldwide Logistics,import,33.745762,-118.208042,33.873215,-118.370361,12.81,315.95,24.66
90802,92067,2025-01-09,Year-Round Enterprises,import,33.745762,-118.208042,33.020908,-117.190346,77.12,490.64,6.36
90802,92371,2025-03-05,XPO Logistics,import,33.745762,-118.208042,34.442637,-117.541808,61.37,443.99,7.23
90802,91766,2025-01-22,J.B. Hunt Transport,import,33.745762,-118.208042,34.042286,-117.756106,33.02,385.13,11.67
91104,90802,2024-10-13,C.H. Robinson,export,34.165356,-118.123751,33.745762,-118.208042,29.37,373.05,12.7
93427,90802,2024-12-28,Gill Roadway Inc,export,34.610436,-120.219523,33.745762,-118.208042,129.48,634.61,4.9
90802,92364,2024-11-30,Golden King Transport,import,33.745762,-118.208042,35.34042,-115.426224,192.74,842.54,4.37
90802,91604,2025-06-26,Total Distribution Service,import,33.745762,-118.208042,34.140822,-118.392864,29.26,388.44,13.28
91905,90802,2024-12-13,Lectro Trucking,export,32.67807,-116.306851,33.745762,-118.208042,132.27,657.32,4.97
90802,92254,2025-05-31,Pac Anchor Transportation,import,33.745762,-118.208042,33.543835,-115.993906,128.03,653.87,5.11
90802,90064,2025-06-20,XPO Logistics,import,33.745762,-118.208042,34.037251,-118.423573,23.61,369.28,15.64
90029,90802,2024-11-11,Freight Horse Express,export,34.089848,-118.294661,33.745762,-118.208042,24.27,361.75,14.91
90802,91702,2025-03-13,Ape Express Trucking,import,33.745762,-118.208042,34.280333,-117.866141,41.78,423.55,10.14
90802,93563,2025-07-12,Schneider National,import,33.745762,-118.208042,34.402526,-117.766068,51.92,439.75,8.47
90802,93422,2025-05-16,All Harbor Transport LLC,import,33.745762,-118.208042,35.465349,-120.689439,184.33,876.13,4.75
93424,90802,2025-07-13,Lectro Trucking,export,35.185911,-120.731793,33.745762,-118.208042,174.71,857.31,4.91
90802,92532,2025-05-11,Total Distribution Service,import,33.745762,-118.208042,33.692741,-117.303221,52.09,443.22,8.51
90802,90029,2025-06-03,Ecology Auto Parts,import,33.745762,-118.208042,34.089848,-118.294661,24.27,371.5,15.31
93254,90802,2025-04-12,Amazon Trucking,export,34.966867,-119.810433,33.745762,-118.208042,124.3,647.35,5.21
90802,93108,2025-01-10,Pac Anchor Transportation,import,33.745762,-118.208042,34.448024,-119.616984,94.02,531.61,5.65
90802,91945,2024-10-30,J.B. Hunt Transport,import,33.745762,-118.208042,32.733168,-117.034176,97.38,528.44,5.43
90802,92130,2024-12-03,XPO Logistics,import,33.745762,-118.208042,32.945764,-117.214919,79.57,481.54,6.05
90802,92879,2025-07-19,Can Trail Transportation LLC,import,33.745762,-118.208042,33.882614,-117.528205,40.13,427.55,10.65
91789,90802,2025-06-21,Hub Group,export,34.018195,-117.854821,33.745762,-118.208042,27.64,379.52,13.73
90802,93420,2024-12-14,National Road Logistics,import,33.745762,-118.208042,35.176011,-120.476757,162.57,758.65,4.67
90802,93207,2024-10-29,Hub Group,import,33.745762,-118.208042,35.895294,-118.595627,150.03,683.09,4.55
90802,91766,2024-09-15,United Logistic Services Group,import,33.745762,-118.208042,34.042286,-117.756106,33.02,384.92,11.66
93274,90802,2024-08-27,Total Distribution Service,export,36.178091,-119.370752,33.745762,-118.208042,180.36,803.11,4.45
90802,93436,2024-11-17,7 Star Logistics,import,33.745762,-118.208042,34.595669,-120.352667,135.84,654.75,4.82
90802,92692,2024-12-22,Gill Roadway Inc,import,33.745762,-118.208042,33.606497,-117.643112,33.85,386.88,11.43
93563,90802,2025-05-06,Ape Express Trucking,export,34.402526,-117.766068,33.745762,-118.208042,51.92,451.68,8.7
90802,90007,2025-04-30,C.H. Robinson,import,33.745762,-118.208042,34.028127,-118.28483,19.99,354.49,17.74
90802,92059,2024-09-17,Year-Round Enterprises,import,33.745762,-118.208042,33.376473,-117.066137,70.47,465.91,6.61
90802,93254,2024-11-09,360 Global Transportation,import,33.745762,-118.208042,34.966867,-119.810433,124.3,631.43,5.08
90802,92347,2025-08-05,Cal U Transport,import,33.745762,-118.208042,34.957406,-117.219606,100.86,591.72,5.87
90802,93258,2024-09-01,Hub Group,import,33.745762,-118.208042,36.05438,-119.150397,168.09,741.84,4.41
90802,90073,2024-09-10,J.B. Hunt Transport,import,33.745762,-118.208042,34.054534,-118.457025,25.65,362.49,14.13
93555,90802,2025-06-10,All Harbor Transport LLC,export,35.606509,-117.683472,33.745762,-118.208042,131.88,693.32,5.26
90802,92672,2024-10-19,Total Distribution Service,import,33.745762,-118.208042,33.42411,-117.606775,41.1,401.83,9.78
90802,93454,2024-10-31,Alliance Specialized,import,33.745762,-118.208042,34.923013,-120.259463,142.43,692.94,4.87
91411,90802,2025-07-07,Dependable Highway Express,export,34.178522,-118.459234,33.745762,-118.208042,33.16,398.25,12.01
90802,92868,2025-01-03,Hub Group,import,33.745762,-118.208042,33.788092,-117.876297,19.26,343.68,17.84
90802,90024,2024-12-04,J.B. Hunt Transport,import,33.745762,-118.208042,34.06574,-118.435025,25.64,359.6,14.03
90802,92401,2024-12-28,Hub Group,import,33.745762,-118.208042,34.104795,-117.292152,58.03,432.34,7.45
90802,92661,2024-12-31,All Seasons Trucking LLC,import,33.745762,-118.208042,33.601984,-117.913001,19.65,355.79,18.11
90802,91343,2025-02-18,On Time Truckers,import,33.745762,-118.208042,34.237912,-118.482306,37.43,397.67,10.62
90802,93304,2024-09-10,Ecology Auto Parts,import,33.745762,-118.208042,35.339702,-119.023452,119.42,600.43,5.03
93239,90802,2024-11-26,Access One Transport,export,35.934634,-119.582268,33.745762,-118.208042,170.01,773.69,4.55
90802,92602,2025-01-12,Amazon Trucking,import,33.745762,-118.208042,33.755632,-117.75152,26.22,368.76,14.07
90603,90802,2024-08-27,Lectro Trucking,export,33.945555,-117.990719,33.745762,-118.208042,18.59,345.78,18.6
90802,93522,2024-12-02,Ecology Auto Parts,import,33.745762,-118.208042,36.316298,-117.592333,180.86,792.28,4.38
90802,93287,2025-06-04,J.B. Hunt Transport,import,33.745762,-118.208042,35.697096,-118.935671,140.91,697.13,4.95
90802,92347,2025-01-03,C.H. Robinson,import,33.745762,-118.208042,34.957406,-117.219606,100.86,548.15,5.43
90802,91706,2024-12-24,United Logistic Services Group,import,33.745762,-118.208042,34.09741,-117.968269,27.9,370.58,13.28
90802,91746,2025-04-11,C.H. Robinson,import,33.745762,-118.208042,34.044416,-117.985366,24.25,370.35,15.27
90802,93440,2024-11-08,Precision Worldwide Logistics,import,33.745762,-118.208042,34.712216,-120.230146,133.33,648.72,4.87
90802,91607,2024-10-21,Gill Roadway Inc,import,33.745762,-118.208042,34.165783,-118.399795,31.01,379.89,12.25
90802,92173,2025-06-24,MTK Transportation,import,33.745762,-118.208042,32.553021,-117.042454,106.4,585.77,5.51
90802,92549,2025-06-05,MTK Transportation,import,33.745762,-118.208042,33.768539,-116.753396,83.52,517.1,6.19
90802,90242,2025-01-16,7 Star Logistics,import,33.745762,-118.208042,33.921793,-118.140588,12.75,318.77,24.99
90802,93060,2025-03-14,Amazon Trucking,import,33.745762,-118.208042,34.402343,-119.094824,68.02,467.65,6.87
90802,92358,2025-05-16,Schneider National,import,33.745762,-118.208042,34.259272,-117.520971,52.95,436.82,8.25
90802,92832,2024-09-03,MTK Transportation,import,33.745762,-118.208042,33.868617,-117.92901,18.12,340.13,18.77
90802,92395,2025-01-14,MTZ Trucking LLC,import,33.745762,-118.208042,34.501472,-117.292048,73.92,486.21,6.58
90802,93532,2025-03-14,National Road Logistics,import,33.745762,-118.208042,34.689848,-118.533689,67.78,477.85,7.05
90802,93004,2024-09-27,Golden King Transport,import,33.745762,-118.208042,34.278679,-119.165615,66.01,457.67,6.93
90802,92625,2024-12-10,Schneider National,import,33.745762,-118.208042,33.601966,-117.864254,22.11,350.1,15.84
92173,90802,2025-06-12,BNDZ Transportation LLC,export,32.553021,-117.042454,33.745762,-118.208042,106.4,612.04,5.75
93401,90802,2025-02-05,Lectro Trucking,export,35.23575,-120.615973,33.745762,-118.208042,171.34,807.85,4.71
90802,93243,2025-07-07,Ecology Auto Parts,import,33.745762,-118.208042,34.7727,-118.791975,78.34,508.59,6.49
92054,90802,2025-07-28,Dependable Highway Express,export,33.207351,-117.399315,33.745762,-118.208042,59.59,454.81,7.63
90802,93615,2025-08-13,Ecology Auto Parts,import,33.745762,-118.208042,36.503322,-119.286328,199.89,907.53,4.54
90802,91790,2025-07-11,XPO Logistics,import,33.745762,-118.208042,34.066964,-117.937007,27.08,381.83,14.1
90802,93105,2024-09-29,Ecology Auto Parts,import,33.745762,-118.208042,34.533222,-119.791731,105.58,557.57,5.28
90802,92404,2025-03-13,J.B. Hunt Transport,import,33.745762,-118.208042,34.178336,-117.251458,62.39,449.11,7.2
90802,91008,2025-03-14,XPO Logistics,import,33.745762,-118.208042,34.153159,-117.968818,31.29,385.31,12.31
93437,90802,2024-12-07,MTK Transportation,export,34.737964,-120.543739,33.745762,-118.208042,149.88,689.77,4.6
90802,90045,2025-07-07,Amazon Trucking,import,33.745762,-118.208042,33.942143,-118.417309,18.11,349.42,19.3
92544,90802,2024-09-30,J.B. Hunt Transport,export,33.648169,-116.895303,33.745762,-118.208042,75.71,474.1,6.26
90802,92055,2025-01-16,Cargo Legion,import,33.745762,-118.208042,33.387701,-117.444794,50.39,438.5,8.7
90802,92173,2025-05-08,On Time Truckers,import,33.745762,-118.208042,32.553021,-117.042454,106.4,589.09,5.54
90802,93436,2024-12-07,Access One Transport,import,33.745762,-118.208042,34.595669,-120.352667,135.84,669.23,4.93
90802,91362,2025-01-03,Pac Anchor Transportation,import,33.745762,-118.208042,34.193341,-118.818695,46.67,413.88,8.87
90802,92832,2024-12-13,Can Trail Transportation LLC,import,33.745762,-118.208042,33.868617,-117.92901,18.12,348.93,19.26
90802,93221,2025-06-17,Precision Worldwide Logistics,import,33.745762,-118.208042,36.295021,-119.026024,181.99,852.68,4.69
90802,90280,2024-11-26,C.H. Robinson,import,33.745762,-118.208042,33.944159,-118.192761,13.73,314.3,22.9
90802,92679,2025-02-16,XPO Logistics,import,33.745762,-118.208042,33.606687,-117.604358,35.99,391.42,10.88
90025,90802,2024-12-28,MTK Transportation,export,34.045421,-118.445873,33.745762,-118.208042,24.78,363.46,14.67
90802,92307,2025-07-09,On Time Truckers,import,33.745762,-118.208042,34.571218,-117.133073,83.79,523.62,6.25
90802,92879,2025-08-08,XPO Logistics,import,33.745762,-118.208042,33.882614,-117.528205,40.13,409.11,10.2
90802,92352,2025-02-08,XPO Logistics,import,33.745762,-118.208042,34.259971,-117.199381,67.78,458.42,6.76
90802,90211,2025-04-15,Alliance Specialized,import,33.745762,-118.208042,34.064958,-118.382979,24.21,383.43,15.84
